"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"1037",193,"58_1","Ebenhaezer","Namibia",1,"Lycium","bosciifolium",2.92,107.9581994,0.211564626,0.395,57,315,58,3,0.897,"Lycium bosciifolium"
"1038",193,"58_1","Ebenhaezer","Namibia",1,"Ziziphus","mucronata",5,95.35254761,0.412964931,7.4108,285,60800,58,3,0.897,"Ziziphus mucronata"
"1039",193,"58_1","Ebenhaezer","Namibia",1,"Ipomoea","bolusiana",NA,NA,NA,NA,NA,NA,58,3,0.897,"Ipomoea bolusiana"
"1040",193,"58_1","Ebenhaezer","Namibia",1,"Pergularia","daemia",NA,NA,NA,NA,NA,NA,58,3,0.897,"Pergularia daemia"
"1041",193,"58_1","Ebenhaezer","Namibia",1,"Acacia","erioloba",NA,NA,NA,NA,NA,NA,58,3,0.897,"Acacia erioloba"
"1042",193,"58_1","Ebenhaezer","Namibia",1,"Aristida","stipitata",10.1,216.5771907,0.339136386,0.623297619,22,270,58,3,0.897,"Aristida stipitata"
"1043",193,"58_1","Ebenhaezer","Namibia",1,"Senna","italica",7.95,115.2394969,0.2513139,17.9651659,15,9800,58,3,0.897,"Senna italica"
"1044",193,"58_1","Ebenhaezer","Namibia",1,"Pavonia","burchellii",NA,NA,NA,NA,NA,NA,58,3,0.897,"Pavonia burchellii"
"1045",194,"58_2","Ebenhaezer","Namibia",2,"Stipagrostis","uniplumis",26.215,122.6973963,0.404027313,0.76153312,84,9975,58,2,0.8971,"Stipagrostis uniplumis"
"1046",194,"58_2","Ebenhaezer","Namibia",2,"Requienia","sphaerosperma",2.855,129.9325102,0.30512244,1.104088056,10,247,58,2,0.8971,"Requienia sphaerosperma"
"1047",194,"58_2","Ebenhaezer","Namibia",2,"Aristida","congesta",13.78,194.8975856,0.409765525,0.665042857,34,405,58,2,0.8971,"Aristida congesta"
"1049",194,"58_2","Ebenhaezer","Namibia",2,"Aristida","stipitata",16.13809524,170.9111271,0.398518174,0.802482222,34,552,58,2,0.8971,"Aristida stipitata"
"1050",194,"58_2","Ebenhaezer","Namibia",2,"Hermannia","tomentosa",2.5,117.9595093,0.306257097,1.660222222,4,44,58,2,0.8971,"Hermannia tomentosa"
"1054",194,"58_2","Ebenhaezer","Namibia",2,"Senna","italica",7.661538462,93.29182306,0.286201139,23.11164026,11,4340,58,2,0.8971,"Senna italica"
"1057",194,"58_2","Ebenhaezer","Namibia",2,"Eragrostis","lehmanniana",NA,NA,NA,NA,NA,NA,58,2,0.8971,"Eragrostis lehmanniana"
"1059",194,"58_2","Ebenhaezer","Namibia",2,"Acacia","erioloba",2.7,55.72987722,0.515153383,2.498813161,700,831600,58,2,0.8971,"Acacia erioloba"
"1060",194,"58_2","Ebenhaezer","Namibia",2,"Tephrosia","burchellii",5.07,146.574007,0.311313516,5.325468394,14,2320,58,2,0.8971,"Tephrosia burchellii"
"1062",194,"58_2","Ebenhaezer","Namibia",2,"Aristida","meridionalis",31.1,146.3154941,0.435140481,1.005871111,64,1440,58,2,0.8971,"Aristida meridionalis"
"1065",195,"58_3","Ebenhaezer","Namibia",3,"Merremia","tridentata",6.1,149.5231723,0.238314571,1.097583333,26,4620,58,1,0.8971,"Merremia tridentata"
"1067",195,"58_3","Ebenhaezer","Namibia",3,"Aristida","stipitata",16.11176471,179.4627267,0.399606404,0.811226144,39,323,58,1,0.8971,"Aristida stipitata"
"1068",195,"58_3","Ebenhaezer","Namibia",3,"Tephrosia","burchellii",4.845,141.8487485,0.313997263,6.308,10,5103,58,1,0.8971,"Tephrosia burchellii"
"1072",195,"58_3","Ebenhaezer","Namibia",3,"Aristida","meridionalis",30.05,137.707358,0.432837725,0.815261111,47,1457,58,1,0.8971,"Aristida meridionalis"
"1073",195,"58_3","Ebenhaezer","Namibia",3,"Aristida","congesta",12.60769231,200.2452379,0.42584166,0.670229157,37,594,58,1,0.8971,"Aristida congesta"
"1078",195,"58_3","Ebenhaezer","Namibia",3,"Senna","italica",6.73,73.37536193,0.285318965,13.5121,12,4964,58,1,0.8971,"Senna italica"
"1079",195,"58_3","Ebenhaezer","Namibia",3,"Requienia","sphaerosperma",NA,NA,NA,NA,NA,NA,58,1,0.8971,"Requienia sphaerosperma"
"1082",195,"58_3","Ebenhaezer","Namibia",3,"Hermannia","tomentosa",2.933333333,116.2528757,0.342232461,1.959805556,9,35,58,1,0.8971,"Hermannia tomentosa"
"1083",195,"58_3","Ebenhaezer","Namibia",3,"Stipagrostis","uniplumis",27.685,125.3784869,0.398182091,0.847389453,87,11845,58,1,0.8971,"Stipagrostis uniplumis"
"1085",196,"59_1","Sandveld","Namibia",1,"Dichrostachys","cinerea",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Dichrostachys cinerea"
"1086",196,"59_1","Sandveld","Namibia",1,"Tylosema","esculentum",9.02,124.1076204,0.279432856,49.81541667,110,114700,59,3,0.8446,"Tylosema esculentum"
"1087",196,"59_1","Sandveld","Namibia",1,"Indigofera","alternans",5.918181818,139.8096732,0.26554984,5.112687132,19,1634,59,3,0.8446,"Indigofera alternans"
"1089",196,"59_1","Sandveld","Namibia",1,"Terminalia","sericea",8.15,72.00164547,0.4347581,8.3921625,750,616000,59,3,0.8446,"Terminalia sericea"
"1090",196,"59_1","Sandveld","Namibia",1,"Albuca","fleckii",42.675,103.0918103,0.106914025,9.480583333,49,2516,59,3,0.8446,"Albuca fleckii"
"1092",196,"59_1","Sandveld","Namibia",1,"Grewia","flava",7.19,96.07171401,0.448336279,10.97183333,230,69120,59,3,0.8446,"Grewia flava"
"1093",196,"59_1","Sandveld","Namibia",1,"Schmidtia","pappophoroides",20.175,185.0866521,0.34831333,1.758915064,63,2820,59,3,0.8446,"Schmidtia pappophoroides"
"1094",196,"59_1","Sandveld","Namibia",1,"Eragrostis","lehmanniana",22.32,162.4917543,0.363580256,1.418416111,58,1457,59,3,0.8446,"Eragrostis lehmanniana"
"1095",196,"59_1","Sandveld","Namibia",1,"Indigofera","heterotricha",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Indigofera heterotricha"
"1097",196,"59_1","Sandveld","Namibia",1,"Lantana","angolensis",6.2,250.6569966,0.220715631,9.792333333,39,1248,59,3,0.8446,"Lantana angolensis"
"1098",196,"59_1","Sandveld","Namibia",1,"Dicoma","schinzii",3.6,207.5407779,0.162321792,4.13525,9,280,59,3,0.8446,"Dicoma schinzii"
"1100",196,"59_1","Sandveld","Namibia",1,"Melinis","repens",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Melinis repens"
"1101",196,"59_1","Sandveld","Namibia",1,"Acacia","mellifera",3,219.761194,0.182065217,1.299176471,520,503700,59,3,0.8446,"Acacia mellifera"
"1102",196,"59_1","Sandveld","Namibia",1,"Rhynchosia","minima",6.45,185.2514734,0.306445078,4.643222222,64,8500,59,3,0.8446,"Rhynchosia minima"
"1103",196,"59_1","Sandveld","Namibia",1,"Eragrostis","rigidior",25.14117647,173.9551061,0.343121141,2.264679993,94,6370,59,3,0.8446,"Eragrostis rigidior"
"1105",196,"59_1","Sandveld","Namibia",1,"Stipagrostis","uniplumis",24.2375,134.061959,0.368943294,0.70155867,87,6942,59,3,0.8446,"Stipagrostis uniplumis"
"1106",196,"59_1","Sandveld","Namibia",1,"Eragrostis","pallens",37.35,121.832189,0.416283581,1.757069535,91,11210,59,3,0.8446,"Eragrostis pallens"
"1107",196,"59_1","Sandveld","Namibia",1,"Lapeirousia","bainesii",38.9,124.1327384,0.223845194,2.2257,29,728,59,3,0.8446,"Lapeirousia bainesii"
"1108",196,"59_1","Sandveld","Namibia",1,"Ptycholobium","biflorum",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Ptycholobium biflorum"
"1109",196,"59_1","Sandveld","Namibia",1,"Pollichia","campestris",2.92,206.6830467,0.149084249,0.934666667,26,1485,59,3,0.8446,"Pollichia campestris"
"1110",196,"59_1","Sandveld","Namibia",1,"Rhus","tenuinervis",9.47,107.3277983,0.323904382,5.817166667,64,1890,59,3,0.8446,"Rhus tenuinervis"
"1111",196,"59_1","Sandveld","Namibia",1,"Aristida","meridionalis",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Aristida meridionalis"
"1113",196,"59_1","Sandveld","Namibia",1,"Barleria","macrostegia",2.8,81.0320781,0.32739726,0.83,6,506,59,3,0.8446,"Barleria macrostegia"
"1116",196,"59_1","Sandveld","Namibia",1,"Ipomoea","welwitschii",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Ipomoea welwitschii"
"1118",196,"59_1","Sandveld","Namibia",1,"Tephrosia","burchellii",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Tephrosia burchellii"
"1119",196,"59_1","Sandveld","Namibia",1,"Solanum","delagoense",11.9,168.050395,0.24390625,39.349,25,598,59,3,0.8446,"Solanum delagoense"
"1120",196,"59_1","Sandveld","Namibia",1,"Geophyt","indet.",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Geophyt indet."
"1121",196,"59_1","Sandveld","Namibia",1,"Aristida","stipitata",22.8625,159.5044847,0.386338644,0.994649026,83,5208,59,3,0.8446,"Aristida stipitata"
"1122",196,"59_1","Sandveld","Namibia",1,"Acacia","erioloba",2.925,93.96159202,0.471376172,2.96207912,580,159975,59,3,0.8446,"Acacia erioloba"
"1123",196,"59_1","Sandveld","Namibia",1,"Elephantorrhiza","elephantina",21.225,101.1558649,0.372220835,18.50436163,35,1075,59,3,0.8446,"Elephantorrhiza elephantina"
"1124",196,"59_1","Sandveld","Namibia",1,"Tarchonanthus","camphoratus",9.15,107.8587876,0.375670633,8.897125,240,52800,59,3,0.8446,"Tarchonanthus camphoratus"
"1126",196,"59_1","Sandveld","Namibia",1,"Walleria","nutans",15.6,183.9065421,0.191756272,2.186444444,23,504,59,3,0.8446,"Walleria nutans"
"1127",196,"59_1","Sandveld","Namibia",1,"Raphionacme","lanceolata",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Raphionacme lanceolata"
"1128",196,"59_1","Sandveld","Namibia",1,"Talinum","caffrum",4,131.3295768,0.084415544,3.843716667,25,3710,59,3,0.8446,"Talinum caffrum"
"1129",196,"59_1","Sandveld","Namibia",1,"Ziziphus","mucronata",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Ziziphus mucronata"
"1130",196,"59_1","Sandveld","Namibia",1,"Sida","ovata",NA,NA,NA,NA,NA,NA,59,3,0.8446,"Sida ovata"
"1131",197,"59_2","Sandveld","Namibia",2,"Trachyandra","revoluta",64.9,58.59685864,0.095166916,2.2384,38,1504,59,2,0.8451,"Trachyandra revoluta"
"1132",197,"59_2","Sandveld","Namibia",2,"Merremia","tridentata",6.233333333,245.0735341,0.190332151,1.38,14,6072,59,2,0.8451,"Merremia tridentata"
"1133",197,"59_2","Sandveld","Namibia",2,"Cyperus","margaritaceus",23.1,120.239521,0.269354839,0.669333333,45,2050,59,2,0.8451,"Cyperus margaritaceus"
"1135",197,"59_2","Sandveld","Namibia",2,"Hermannia","tomentosa",5.8,165.7429641,0.261789888,7.2268,22,20016,59,2,0.8451,"Hermannia tomentosa"
"1140",197,"59_2","Sandveld","Namibia",2,"Ptycholobium","biflorum",NA,NA,NA,NA,NA,NA,59,2,0.8451,"Ptycholobium biflorum"
"1141",197,"59_2","Sandveld","Namibia",2,"Albuca","fleckii",38.26666667,79.36555353,0.134041709,6.749290476,21,1350,59,2,0.8451,"Albuca fleckii"
"1142",197,"59_2","Sandveld","Namibia",2,"Melhania","burchellii",6.58,196.9793182,0.229252379,7.305333333,15,357,59,2,0.8451,"Melhania burchellii"
"1143",197,"59_2","Sandveld","Namibia",2,"Rhynchosia","minima",NA,NA,NA,NA,NA,NA,59,2,0.8451,"Rhynchosia minima"
"1144",197,"59_2","Sandveld","Namibia",2,"Dicoma","schinzii",4.427,204.8126001,0.19256216,4.507713333,22,1100,59,2,0.8451,"Dicoma schinzii"
"1145",197,"59_2","Sandveld","Namibia",2,"Barleria","macrostegia",2.2925,83.0959781,0.32774274,0.645053571,18,2160,59,2,0.8451,"Barleria macrostegia"
"1146",197,"59_2","Sandveld","Namibia",2,"Trachyandra","saltii",30.9,108.1619239,0.25064502,1.855107955,29,1204,59,2,0.8451,"Trachyandra saltii"
"1147",197,"59_2","Sandveld","Namibia",2,"Sida","ovata",NA,NA,NA,NA,NA,NA,59,2,0.8451,"Sida ovata"
"1149",197,"59_2","Sandveld","Namibia",2,"Walleria","nutans",13.7,230.7556675,0.184080371,4.5805,19,240,59,2,0.8451,"Walleria nutans"
"1150",197,"59_2","Sandveld","Namibia",2,"Aristida","stipitata",24.4,145.6332852,0.398494157,1.111932848,83,5478,59,2,0.8451,"Aristida stipitata"
"1152",197,"59_2","Sandveld","Namibia",2,"Eragrostis","lehmanniana",23.66666667,150.9255931,0.344882895,1.622393939,59,1872,59,2,0.8451,"Eragrostis lehmanniana"
"1155",197,"59_2","Sandveld","Namibia",2,"Indigofera","alternans",5.745454545,135.5422912,0.28335851,6.475702993,17,4131,59,2,0.8451,"Indigofera alternans"
"1156",197,"59_2","Sandveld","Namibia",2,"Dichrostachys","cinerea",6.4,139.3243243,0.510344828,0.645927711,205,18000,59,2,0.8451,"Dichrostachys cinerea"
"1157",197,"59_2","Sandveld","Namibia",2,"Indigofera","heterotricha",6.2,101.0834411,0.283186743,7.682187831,42,2025,59,2,0.8451,"Indigofera heterotricha"
"1158",197,"59_2","Sandveld","Namibia",2,"Eragrostis","rigidior",23.575,138.8228205,0.396688488,2.246952083,98,5850,59,2,0.8451,"Eragrostis rigidior"
"1159",197,"59_2","Sandveld","Namibia",2,"Geophyt","indet.",NA,NA,NA,NA,NA,NA,59,2,0.8451,"Geophyt indet."
"1160",197,"59_2","Sandveld","Namibia",2,"Ipomoea","welwitschii",8,168.1323612,0.167260788,14.989,11,266,59,2,0.8451,"Ipomoea welwitschii"
"1161",197,"59_2","Sandveld","Namibia",2,"Aristida","meridionalis",NA,NA,NA,NA,NA,NA,59,2,0.8451,"Aristida meridionalis"
"1162",197,"59_2","Sandveld","Namibia",2,"Aristida","congesta",24.2,141.496832,0.408843314,1.110464744,58,2912,59,2,0.8451,"Aristida congesta"
"1163",197,"59_2","Sandveld","Namibia",2,"Lapeirousia","bainesii",47.85,109.0651801,0.217329157,2.826,42,819,59,2,0.8451,"Lapeirousia bainesii"
"1164",197,"59_2","Sandveld","Namibia",2,"Grewia","flava",6.4,75.4624403,0.427524177,8.6895,146,34790,59,2,0.8451,"Grewia flava"
"1165",197,"59_2","Sandveld","Namibia",2,"Tylosema","esculentum",8.514285714,112.6268995,0.295791815,54.75835714,39,231000,59,2,0.8451,"Tylosema esculentum"
"1166",197,"59_2","Sandveld","Namibia",2,"Melinis","repens",19.1,200.8290785,0.319281915,2.928095238,58,1768,59,2,0.8451,"Melinis repens"
"1168",197,"59_2","Sandveld","Namibia",2,"Tephrosia","burchellii",3.4,181.1469534,0.265714286,4.5486,4,130,59,2,0.8451,"Tephrosia burchellii"
"1169",197,"59_2","Sandveld","Namibia",2,"Triraphis","schinzii",47.33333333,193.4120448,0.325988178,3.583806061,91,9408,59,2,0.8451,"Triraphis schinzii"
"1170",197,"59_2","Sandveld","Namibia",2,"Fockea","angustifolia",9.1,183.4997064,0.141327801,10.41666667,42,2886,59,2,0.8451,"Fockea angustifolia"
"1172",197,"59_2","Sandveld","Namibia",2,"Talinum","caffrum",2.82,143.4383408,0.099287832,2.209466667,17,1066,59,2,0.8451,"Talinum caffrum"
"1173",197,"59_2","Sandveld","Namibia",2,"Terminalia","sericea",7.668888889,69.61382134,0.439073105,9.012166667,460,303800,59,2,0.8451,"Terminalia sericea"
"1174",197,"59_2","Sandveld","Namibia",2,"Stipagrostis","uniplumis",21.49285714,125.1188279,0.38910846,0.583261541,84,6984,59,2,0.8451,"Stipagrostis uniplumis"
"1176",197,"59_2","Sandveld","Namibia",2,"Raphionacme","lanceolata",5.9,89.39608637,0.285824494,8.832333333,13,350,59,2,0.8451,"Raphionacme lanceolata"
"1177",197,"59_2","Sandveld","Namibia",2,"Asparagus","sp.",2.6,164.127907,0.318518519,0.11292,64,6674,59,2,0.8451,"Asparagus sp."
"1178",197,"59_2","Sandveld","Namibia",2,"Schmidtia","pappophoroides",18.03076923,173.0567769,0.360836483,1.951839588,55,4347,59,2,0.8451,"Schmidtia pappophoroides"
"1179",197,"59_2","Sandveld","Namibia",2,"Cucumis","meeusei",NA,NA,NA,NA,NA,NA,59,2,0.8451,"Cucumis meeusei"
"1181",197,"59_2","Sandveld","Namibia",2,"Elephantorrhiza","elephantina",17.7,83.02274395,0.433884601,3.842680365,39,1056,59,2,0.8451,"Elephantorrhiza elephantina"
"1182",197,"59_2","Sandveld","Namibia",2,"Acacia","erioloba",4.1,54.38432068,0.532004635,2.442867062,700,547500,59,2,0.8451,"Acacia erioloba"
"1184",197,"59_2","Sandveld","Namibia",2,"Tarchonanthus","camphoratus",9.15,75.39700437,0.428849029,4.044972222,370,180000,59,2,0.8451,"Tarchonanthus camphoratus"
"1186",198,"59_3","Sandveld","Namibia",3,"Hermannia","tomentosa",6.133333333,138.6004759,0.290031405,4.945,24,11110,59,1,0.8451,"Hermannia tomentosa"
"1187",198,"59_3","Sandveld","Namibia",3,"Triraphis","schinzii",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Triraphis schinzii"
"1188",198,"59_3","Sandveld","Namibia",3,"Dichrostachys","cinerea",6.6,155.3816051,0.431706282,0.728734629,255,84000,59,1,0.8451,"Dichrostachys cinerea"
"1190",198,"59_3","Sandveld","Namibia",3,"Barleria","macrostegia",2.90125,72.64999817,0.360511005,0.927637649,25,4312,59,1,0.8451,"Barleria macrostegia"
"1191",198,"59_3","Sandveld","Namibia",3,"Indigofera","alternans",6.00625,129.1497079,0.289752705,6.324428773,17,6630,59,1,0.8451,"Indigofera alternans"
"1192",198,"59_3","Sandveld","Namibia",3,"Aristida","congesta",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Aristida congesta"
"1193",198,"59_3","Sandveld","Namibia",3,"Dicoma","schinzii",4.03625,233.1042397,0.187891693,3.89915,19,1365,59,1,0.8451,"Dicoma schinzii"
"1194",198,"59_3","Sandveld","Namibia",3,"Blepharis","integrifolia",3.435,125.0948228,0.257281511,1.608233333,9,272,59,1,0.8451,"Blepharis integrifolia"
"1196",198,"59_3","Sandveld","Namibia",3,"Aristida","stipitata",22.16470588,139.3632877,0.404851547,1.02770076,84,7392,59,1,0.8451,"Aristida stipitata"
"1198",198,"59_3","Sandveld","Namibia",3,"Eragrostis","rigidior",19.55882353,150.6712919,0.385435023,1.854208917,91,4592,59,1,0.8451,"Eragrostis rigidior"
"1199",198,"59_3","Sandveld","Namibia",3,"Eragrostis","nindensis",25.5,157.8594249,0.368235294,1.23525,23,520,59,1,0.8451,"Eragrostis nindensis"
"1200",198,"59_3","Sandveld","Namibia",3,"Eragrostis","lehmanniana",17.88571429,133.9187916,0.41339664,1.492136905,68,2623,59,1,0.8451,"Eragrostis lehmanniana"
"1201",198,"59_3","Sandveld","Namibia",3,"Rhynchosia","minima",4.8,181.4400733,0.286711096,2.8305,55,3698,59,1,0.8451,"Rhynchosia minima"
"1202",198,"59_3","Sandveld","Namibia",3,"Melinis","repens",12.75,179.9363306,0.340979209,1.87625,60,782,59,1,0.8451,"Melinis repens"
"1203",198,"59_3","Sandveld","Namibia",3,"Walleria","nutans",13.9,187.2522501,0.188300983,2.454744643,28,255,59,1,0.8451,"Walleria nutans"
"1206",198,"59_3","Sandveld","Namibia",3,"Merremia","tridentata",6.516666667,175.9794869,0.215820663,1.069631753,31,2838,59,1,0.8451,"Merremia tridentata"
"1207",198,"59_3","Sandveld","Namibia",3,"Raphionacme","lanceolata",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Raphionacme lanceolata"
"1208",198,"59_3","Sandveld","Namibia",3,"Tylosema","esculentum",10.21875,118.4903624,0.281213081,66.98286979,45,286200,59,1,0.8451,"Tylosema esculentum"
"1209",198,"59_3","Sandveld","Namibia",3,"Aristida","meridionalis",39.5,140.249938,0.38669016,1.629333333,93,1710,59,1,0.8451,"Aristida meridionalis"
"1211",198,"59_3","Sandveld","Namibia",3,"Terminalia","sericea",3.7,154.0557276,0.227464789,2.488,10,36,59,1,0.8451,"Terminalia sericea"
"1212",198,"59_3","Sandveld","Namibia",3,"Indigofera","heterotricha",6.516666667,110.4262809,0.30337769,7.056272765,50,2024,59,1,0.8451,"Indigofera heterotricha"
"1213",198,"59_3","Sandveld","Namibia",3,"Cucumis","meeusei",11.4,132.7500871,0.205515759,19.043,12,64400,59,1,0.8451,"Cucumis meeusei"
"1214",198,"59_3","Sandveld","Namibia",3,"Trachyandra","revoluta",57.15,56.82810935,0.108723265,1.52375,46,837,59,1,0.8451,"Trachyandra revoluta"
"1215",198,"59_3","Sandveld","Namibia",3,"Albuca","fleckii",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Albuca fleckii"
"1216",198,"59_3","Sandveld","Namibia",3,"Lantana","angolensis",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Lantana angolensis"
"1217",198,"59_3","Sandveld","Namibia",3,"Tephrosia","burchellii",4.285714286,199.9795379,0.276221104,5.054834929,10,182,59,1,0.8451,"Tephrosia burchellii"
"1218",198,"59_3","Sandveld","Namibia",3,"Acacia","erioloba",2.6,102.9434404,0.417536355,2.793650353,74,4550,59,1,0.8451,"Acacia erioloba"
"1219",198,"59_3","Sandveld","Namibia",3,"Talinum","caffrum",3.315,123.4267781,0.100320533,2.626196667,16,3111,59,1,0.8451,"Talinum caffrum"
"1222",198,"59_3","Sandveld","Namibia",3,"Schmidtia","pappophoroides",18.34117647,166.5005624,0.392630359,1.936019648,58,7644,59,1,0.8451,"Schmidtia pappophoroides"
"1224",198,"59_3","Sandveld","Namibia",3,"Stipagrostis","uniplumis",20.81,112.5078627,0.393606415,0.60443254,77,6970,59,1,0.8451,"Stipagrostis uniplumis"
"1225",198,"59_3","Sandveld","Namibia",3,"Grewia","flava",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Grewia flava"
"1226",198,"59_3","Sandveld","Namibia",3,"Lapeirousia","bainesii",65.1,102.7258348,0.235758628,2.714827381,49,1365,59,1,0.8451,"Lapeirousia bainesii"
"1227",198,"59_3","Sandveld","Namibia",3,"Sida","ovata",NA,NA,NA,NA,NA,NA,59,1,0.8451,"Sida ovata"
"1230",199,"60_1","Sonop","Namibia",1,"Asparagus","nelsii",1.2,218.582996,0.374242424,0.067068323,26,1140,60,3,0.8036,"Asparagus nelsii"
"1231",199,"60_1","Sonop","Namibia",1,"Clerodendrum","ternatum",9.31,193.89407,0.284807098,10.16035417,22,660,60,3,0.8036,"Clerodendrum ternatum"
"1232",199,"60_1","Sonop","Namibia",1,"Acacia","mellifera",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Acacia mellifera"
"1237",199,"60_1","Sonop","Namibia",1,"Ipomoea","bolusiana",11.12,152.8291504,0.179982517,7.790142857,30,2021,60,3,0.8036,"Ipomoea bolusiana"
"1239",199,"60_1","Sonop","Namibia",1,"Stipagrostis","uniplumis",27.85,121.6085656,0.383490929,0.634391138,94,6650,60,3,0.8036,"Stipagrostis uniplumis"
"1240",199,"60_1","Sonop","Namibia",1,"Bauhinia","petersiana",4.6275,110.763769,0.424819761,10.97386111,172,41925,60,3,0.8036,"Bauhinia petersiana"
"1241",199,"60_1","Sonop","Namibia",1,"Grewia","flava",5.888888889,86.38971856,0.410414986,8.503111111,290,196100,60,3,0.8036,"Grewia flava"
"1243",199,"60_1","Sonop","Namibia",1,"Eragrostis","trichophora",29.33333333,174.4840466,0.476200074,3.063696759,93,6600,60,3,0.8036,"Eragrostis trichophora"
"1244",199,"60_1","Sonop","Namibia",1,"Raphionacme","lanceolata",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Raphionacme lanceolata"
"1245",199,"60_1","Sonop","Namibia",1,"Eragrostis","rigidior",25.15,190.6771003,0.373584655,3.561197802,95,11342,60,3,0.8036,"Eragrostis rigidior"
"1246",199,"60_1","Sonop","Namibia",1,"Commiphora","angolensis",4.517777778,134.4324177,0.383465094,3.253189957,131,49200,60,3,0.8036,"Commiphora angolensis"
"1247",199,"60_1","Sonop","Namibia",1,"Blepharis","mitrata",4.78,145.6876482,0.165557681,3.984888889,31,1395,60,3,0.8036,"Blepharis mitrata"
"1248",199,"60_1","Sonop","Namibia",1,"Grewia","flavescens",6.122857143,157.5695502,0.384578007,10.24288095,240,90000,60,3,0.8036,"Grewia flavescens"
"1250",199,"60_1","Sonop","Namibia",1,"Sida","cordifolia",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Sida cordifolia"
"1252",199,"60_1","Sonop","Namibia",1,"Dichrostachys","cinerea",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Dichrostachys cinerea"
"1253",199,"60_1","Sonop","Namibia",1,"Digitaria","seriata",0.5,NA,NA,NA,14,54,60,3,0.8036,"Digitaria seriata"
"1255",199,"60_1","Sonop","Namibia",1,"Rhynchosia","totta",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Rhynchosia totta"
"1256",199,"60_1","Sonop","Namibia",1,"Panicum","maximum",56.95,266.2960694,0.304665046,10.93803333,145,3375,60,3,0.8036,"Panicum maximum"
"1257",199,"60_1","Sonop","Namibia",1,"Ozoroa","schinzii",6.8,102.0503868,0.377385551,12.39666667,135,28500,60,3,0.8036,"Ozoroa schinzii"
"1258",199,"60_1","Sonop","Namibia",1,"Commiphora","africana",5.2,150.6723678,0.290325294,2.834328042,109,14338,60,3,0.8036,"Commiphora africana"
"1259",199,"60_1","Sonop","Namibia",1,"Croton","gratissimus",9.6,204.6213677,0.28011645,24.19688889,59,3102,60,3,0.8036,"Croton gratissimus"
"1260",199,"60_1","Sonop","Namibia",1,"Lantana","angolensis",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Lantana angolensis"
"1262",199,"60_1","Sonop","Namibia",1,"Acacia","fleckii",7.866666667,131.90259,0.541025729,2.058203314,210,70000,60,3,0.8036,"Acacia fleckii"
"1263",199,"60_1","Sonop","Namibia",1,"Acacia","ataxacantha",11.9,161.8181818,0.455172414,0.883862069,138,48300,60,3,0.8036,"Acacia ataxacantha"
"1264",199,"60_1","Sonop","Namibia",1,"Commelina","africana",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Commelina africana"
"1266",199,"60_1","Sonop","Namibia",1,"Acacia","luederitzii",4.7,120.843824,0.460042796,0.382424639,650,378000,60,3,0.8036,"Acacia luederitzii"
"1267",199,"60_1","Sonop","Namibia",1,"Acacia","erioloba",NA,NA,NA,NA,NA,NA,60,3,0.8036,"Acacia erioloba"
"1268",199,"60_1","Sonop","Namibia",1,"Terminalia","sericea",8.5225,80.77219661,0.440632759,10.07675,250,33150,60,3,0.8036,"Terminalia sericea"
"1270",199,"60_1","Sonop","Namibia",1,"Peltophorum","africanum",22.25,106.3034377,0.546635286,7.139262032,220,38000,60,3,0.8036,"Peltophorum africanum"
"1274",200,"60_2","Sonop","Namibia",2,"Acacia","ataxacantha",9.9,111.8431373,0.548387097,1.591813953,132,19050,60,2,0.8038,"Acacia ataxacantha"
"1276",200,"60_2","Sonop","Namibia",2,"Ptycholobium","biflorum",7.3,127.0163934,0.298288509,5.165333333,10,216,60,2,0.8038,"Ptycholobium biflorum"
"1277",200,"60_2","Sonop","Namibia",2,"Cyperus","margaritaceus",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Cyperus margaritaceus"
"1278",200,"60_2","Sonop","Namibia",2,"Asparagus","nelsii",NA,NA,NA,NA,NA,NA,60,2,0.8038,"Asparagus nelsii"
